1968,Chris Christie,0,None of the above,0,msnbc: Chris Christie and Rand Paul feud in tense national security face-off at #GOPDebate: … http://t.co/7roNBlX7ys,"Indianapolis, IN",Eastern Time (US & Canada)
1969,No candidate mentioned,1,None of the above,0,"oh, yes, you got that right, @BernieSanders #FeelTheBern #GOPDebate  https://t.co/myenLefBnF","Bend, OR",Pacific Time (US & Canada)
1970,No candidate mentioned,0,None of the above,63,RT @SoulRevision: All the GOP candidates are going to their Klan Rally after the debate. #GOPdebate #KKKorGOP,"Austin, Texas",Unknown
1971,No candidate mentioned,1,None of the above,5,RT @John_R_Dykstra: I'm surprised that so many people have already picked a candidate. I'm still listening &amp; playing the field; good field.…,Unknown,Central Time (US & Canada)
1972,No candidate mentioned,0,None of the above,1,RT @freestyldesign: How can conservatives POSSIBLY Support a Candidate that DONATED TO HILLARY- EVER- that is ASININE #tcot #ccot #GOPDebat…,Unknown,Unknown
1973,Scott Walker,0,Foreign Policy,0,"#GOPDebate #ScottWalker My take on the war-mongering last night:Walker-Cold War, Trump-Spanish American, All-States Rights/Civil War,Idiots!","Colorado, USA",Unknown
1974,No candidate mentioned,0,None of the above,0,@shawnsBrain66 I'm a liberal and I was ecstatic.  That was hands down the best reality show I've ever seen. #GOPdebate,Ohio,Unknown
1975,Donald Trump,2,FOX News or Moderators,0,IMO @realDonaldTrump was targeted by @FoxNews in a biased attack No choice but 2 b on defens Could not offer any real subsatnce #GOPDebate,USA,Pacific Time (US & Canada)
1976,No candidate mentioned,0,Racial issues,345,"RT @levarburton: Amen! RT @atticalocke: I'd like a ""culture of life"" too, like not getting shot by police.  #BlackLivesMatter #GOPDebate",Unknown,Eastern Time (US & Canada)
1977,John Kasich,2,None of the above,1,"Montel Williams Just Endorsed John Kasich For President.
#GOPDebate http://t.co/eZ9yL3UXXs",Unknown,Unknown
1978,Donald Trump,0,None of the above,2,Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs and alcohol. #GOPDebate,USA,Unknown
1979,John Kasich,1,None of the above,198,RT @4BillLewis: #JohnKasich hawking hats on #Twitter - #GOPDebate #FoxDebate #socialmedia #Kasich4Us #retweet #realdonaldtrump #marcorubio …,Unknown,Unknown
1980,Rand Paul,1,None of the above,91,RT @mashablegif: Ran Paul's eye roll is on point. #GOPDebate http://t.co/9H8UdTnrJw,"Topeka, Kansas",Unknown
1981,No candidate mentioned,2,FOX News or Moderators,25,"RT @sewellchan: ""Hooray for Fox News."" @FrankBruni's take on the #GOPDebate: http://t.co/c4jRx2mnJd",Los Ángeles,Pacific Time (US & Canada)
1982,No candidate mentioned,1,None of the above,65,RT @ChuckNellis: #CarlyFiorina won't be 2nd tier in the next debate. #GOPDebate,Unknown,Eastern Time (US & Canada)
1983,No candidate mentioned,0,None of the above,1047,RT @_Snape_: Muggles are a joke. #GOPDebate,Unknown,Eastern Time (US & Canada)
1984,No candidate mentioned,1,Gun Control,20,RT @shannonrwatts: Criminals and felons - including domestic abusers - take advantage of America's lax gun laws to arm themselves #GOPDebat…,State of Mind,Atlantic Time (Canada)
1985,No candidate mentioned,0,None of the above,0,"Fear &amp; Loathing in the #GOPDebate | http://t.co/wzoUdISFgi
by @digby56 #tcot #PJNET #FoxNews #GOPClownCar http://t.co/hW9DQXnFwP",Montréal,Atlantic Time (Canada)
1986,Mike Huckabee,0,None of the above,153,"RT @MattyIceAZ: Huckabee: ""We need to banish the Department of Education! We can't have voters being educated!!"" #GOPDebate",Unknown,Unknown
1987,No candidate mentioned,2,FOX News or Moderators,0,"When @megynkelly says, for t sake of #argument, #LetMePlayTheDevilsAdvocate, she means it &amp; no one does it better. #GOPDebate #KellyFile","SC & GA Swamps, USA",Atlantic Time (Canada)
1988,Jeb Bush,0,None of the above,0,"Loved the exasperated look on Jeb's face during #GOPDebate. It's like he kept thinking, ""Am I the only one who is taking this seriously?""",Unknown,Atlantic Time (Canada)
1989,Chris Christie,1,None of the above,5,"RT @MolonLabe1776us: Anyone voting for Chris Christie?
#GOPDebate #TCOT http://t.co/2vXU3v9G4V",Unknown,Eastern Time (US & Canada)
1990,Rand Paul,2,None of the above,25,"RT @Yowan: ""I'm a different kind of Republican"" - @RandPaul #GOPDebate 
He really is and he needs to show that contrast, instead of panderi…","Spartanburg, SC",Eastern Time (US & Canada)
1991,Chris Christie,1,None of the above,791,"RT @pattonoswalt: Can SOMEONE Photoshop an album cover for Chris Christie's smooth jazz masterpiece, THE HUGS THAT I REMEMBER? #GOPDebate",chi-raq!!!!!!!!!!!!!!!!!!!!!!!,Quito
1992,No candidate mentioned,1,FOX News or Moderators,0,2016 Wide Open Heading out of Electric Opening Debates - http://t.co/OroBlJ66rK: http://t.co/WFY89WXKzD #GOPDebate,"Little Rock, AR",Pacific Time (US & Canada)
1993,No candidate mentioned,1,FOX News or Moderators,0,So about Kelly last night: stopped clocks. #GOPDebate,Unknown,Mountain Time (US & Canada)
1994,No candidate mentioned,1,Religion,113,RT @AstroKatie: The candidates are being asked if they heard from God who isn't even an American citizen I mean come on. #GOPDebate,"Montreal, Canada",Eastern Time (US & Canada)
1995,No candidate mentioned,0,None of the above,0,"Other than ""DOWN WITH THE EPA!"" #GOPDebate",Chicago,Central Time (US & Canada)
1996,Ben Carson,0,None of the above,132,"RT @lizzwinstead: Ben Carson, may be the only brain surgeon who has performed a lobotomy on himself. #GOPDebate",California (o/18 :-),America/Los_Angeles
1997,Donald Trump,1,None of the above,1,"RT @jangelgonzalo: The GOP debate, charted word by word http://t.co/utUowZIvj6 #GOPDebate",NY,Eastern Time (US & Canada)
1998,No candidate mentioned,0,Religion,2,Yes! And true of most religions: women are unclean sexual distracters &amp; men are hapless victims #religion #GOPDebate https://t.co/iX20ObGO2p,California,Unknown
1999,No candidate mentioned,0,Gun Control,13,"RT @shannonrwatts: Bush and Obama administrations proposed law to close Terror Gap, but #NRA fought against any efforts to close it #GOPdeb…",State of Mind,Atlantic Time (Canada)
2000,No candidate mentioned,0,None of the above,0,#ClimateChange a Non-Issue in #GOPDebate / Primary Season http://t.co/QICyHOPamW Great read at @insideclimate with input from @FordOConnell,"Washington, DC",Eastern Time (US & Canada)
2001,No candidate mentioned,0,Women's Issues (not abortion though),0,@foxandfriends that's not a zinger.  Treating women like human beings isn't political correctness. #GOPDebate,724,Eastern Time (US & Canada)
2002,Donald Trump,0,FOX News or Moderators,0,"@megynkelly going.Ronda Rousey on @realDonaldTrump 's  posterior and his childish comeback was a ""where were you when?"" moment.#GOPDebate",Unknown,Unknown
2003,No candidate mentioned,1,None of the above,0,Interesting Al-Arabiya coverage of the #GOPDebate @AlArabiya http://t.co/Fgpb32DLH0,Unknown,Eastern Time (US & Canada)
2004,Donald Trump,0,FOX News or Moderators,31,RT @princeofbordue1: WRONG! #EPICFAIL @megynkelly attacked @realDonaldTrump from the start. There nothing fair and balanced. #GOPDebate  ht…,"Criminology Major,Poli-Science",Pacific Time (US & Canada)
2005,No candidate mentioned,2,None of the above,1,"RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @ShaunKing  
@Oregonemom   @Joseph_Santoro  @BWheatnyc @S_Cosgrove @cai…","Washington, DC 20009",Eastern Time (US & Canada)
2006,No candidate mentioned,0,Gun Control,25,"RT @shannonrwatts: Over past 10 years, U.S. military has endured suicide epidemic among troops; more than 2/3 of deaths involved guns #GOPd…",Unknown,Unknown
2007,No candidate mentioned,1,LGBT issues,0,At #GOPdebate Jindal Pledges To Sign Executive Order Specifically Protecting 'Christians' From Gays http://t.co/cR56G8SZMr,Jiguidou - 01CT_13579,Eastern Time (US & Canada)
2008,No candidate mentioned,1,FOX News or Moderators,13,RT @bustle: RT if it just took you a full 15 minutes to figure out which channel is Fox News. #GOPDebate,"DFW, Texas",Unknown
2009,No candidate mentioned,2,None of the above,0,EXCELLENT .@michellemalkin WOW #StopCommonCore #CommonCoreNews @AliceLinahan #homeshool #TCOT #CCOT http://t.co/E8uWGy4cHf #GOPDebate #Iowa,America,Unknown
2010,No candidate mentioned,0,FOX News or Moderators,35,RT @lybr3: The consensus seems to be that @FoxNews blew it's chance at hosting a #GOPDebate. The moderators blew it w/ their questions.,Louisiana,Unknown
2011,No candidate mentioned,0,None of the above,0,"This morning's @theskimm recap of the elephants in the room, was the best recap of all time #GOPDebate #skimmriffic http://t.co/mC2wOKuWI8",Los Angeles,Pacific Time (US & Canada)
2012,No candidate mentioned,0,Immigration,0,@ImmAdocates Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,America,Eastern Time (US & Canada)
2013,Ted Cruz,1,None of the above,5,RT @RMConservative: #GOPDebate: Did Cruz Trump Trump Last Night?  https://t.co/Zc1kX9yPy7 via @CR,Unknown,Eastern Time (US & Canada)
2014,No candidate mentioned,0,None of the above,0,"Andrea Mitchell brings on someone from La Raza to express how ""disappointed"" she is in the #GOPDebate. In other news, dog bites man.",The Armpit State,Unknown
2015,Donald Trump,0,None of the above,78,"RT @Timcast: Trump's flaunting of wealth has literally nothing to do with having good ideas and being a good leader, its just gross. #GOPDe…",8⃣6⃣4⃣/8⃣0⃣3⃣,Unknown
2016,No candidate mentioned,1,None of the above,36,RT @puddinstrip: who's up for a post debate fuck on the hood of my Chevy? #RockHardForAmerica #GOPDebate,near a phone charger,Eastern Time (US & Canada)
2017,No candidate mentioned,0,Religion,11,RT @darebaredaisy: WHY ARE WE TALKING ABOUT GOD IN A P O L I T I C A L DEBATE #GOPDebate #DebateWithBernie,Unknown,Eastern Time (US & Canada)
2018,No candidate mentioned,2,None of the above,8,"RT @WAGNERGIRLE: .@peddoc63 

@CarlyFiorina KICKED BUTT &amp; looked fabulous while doing it! #FREEDOM #GOPDebate

@FlyoverCulture @LeahR77 @st…",Army Commendation Medal,Central Time (US & Canada)
2019,No candidate mentioned,0,Gun Control,18,"RT @shannonrwatts: Terror Gap means terrorists can pass background check and buy gun from licensed gun dealer, online or at gun show #GOPde…",State of Mind,Atlantic Time (Canada)
2020,No candidate mentioned,2,Jobs and Economy,42,RT @MartinOMalley: We must rein in Wall Street. I call on every candidate to commit to these four principles. #WWOMD #GOPdebate http://t.co…,"Doylestown, PA",Unknown
2021,No candidate mentioned,0,FOX News or Moderators,0,It makes me mad when the moderators intentionally turn the debate personal with attacks and gotcha questions. #GOPDebate,"Rome, GA",Eastern Time (US & Canada)
2022,Donald Trump,1,FOX News or Moderators,1,RT @ChrisShurley: @OutnumberedFNC #charleskrauthammer is a #fossil who just loves #MegynKelly. He's out of his mind on @realDonaldTrump fro…,Unknown,Unknown
2023,Ted Cruz,0,FOX News or Moderators,1,"RT @kckshrugged: Where's ted Cruz #gopdebate Fox News unfair. Softballs for Rubio, kasich, Jeb. @realDonaldTrump getting unfair questions",Florida,Eastern Time (US & Canada)
2024,No candidate mentioned,0,Immigration,127,RT @JohnFugelsang: The GOP candidates discussing illegal immigration are pure theater. Except theater creates jobs.  #gopdebate,nyc,Unknown
2025,Scott Walker,1,None of the above,297,"RT @FoxNews: .@ScottWalker: Instead of picking fights with Republicans, bring the fight back to @HillaryClinton. #GOPDebate http://t.co/NHR…","Brookfield, WI USA",Unknown
2026,No candidate mentioned,1,FOX News or Moderators,0,#GOPDebate #FoxNews #MegynKelly #ChrisWallace #only winners as a result the debate were the  #SocialistsDemocrats #thanks #FoxNews #debacle,SunLakes Banning CA,Pacific Time (US & Canada)
2027,Chris Christie,0,LGBT issues,0,This is getting boring. Someone bring up the gays or harpoon @ChrisChristie or something. #GOPDebate,Earth,Mountain Time (US & Canada)
2028,Marco Rubio,1,Abortion,19,"RT @LiveAction: .@MarcoRubio: ""I believe that every single human being is entitled to the protection of our laws, whether they can vote or …",Texas,Eastern Time (US & Canada)
2029,No candidate mentioned,0,None of the above,183,"RT @andreagrimes: And here come the candidates, arriving now for #GOPDebate http://t.co/Kk6xBkPajm","Houston, TX",Central Time (US & Canada)
2030,No candidate mentioned,0,None of the above,0,Serious Q: Do other civilized (interpret that how you will) nations allow their elections to turn into such a circus of clowns? #GOPDebate,California,Central Time (US & Canada)
2031,No candidate mentioned,0,FOX News or Moderators,0,"@wessmith123 @FoxNews
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",Florida Central West Coast,America/New_York
2032,Jeb Bush,0,None of the above,2,"RT @sardoandtonic: Bush: you know what happens when we have low education standards?  This #GOPDebate, that's what.",Unknown,Unknown
2033,No candidate mentioned,0,None of the above,0,"More 1% News. I do like the soundtrack a lot.
#GOPDebate: Riot Police, Saxophone Turn Back Protesters http://t.co/8rWU8PwRid","Drupal, WordPress, HTML, CSS",Atlantic Time (Canada)
2034,Donald Trump,0,FOX News or Moderators,7,"RT @Kerryepp: What if the media had treated Barack Obama liked Fox journalists treated Donald Trump? http://t.co/uHuNkEXEPX
#GOPDebate #tco…",California,Pacific Time (US & Canada)
2035,Rand Paul,2,None of the above,4,"RT @laurenacooley: NYT assesment of @RandPaul's #GOPDebate performance... ""Made himself matter again."" #StandWithRand http://t.co/B54cR1kx4q","Evansville, IN",Berlin
2036,No candidate mentioned,2,None of the above,17,"RT @FredZeppelin12: WINNER OF TONIGHT's TWO DEBATES:

@CarlyFiorina  

#GOPDebate",Unknown,Eastern Time (US & Canada)
2037,No candidate mentioned,1,None of the above,107,RT @JosephKapsch: And @HillaryClinton @BarackObama and @JoeBiden are all... #GOPDebate http://t.co/gdGWasXwdR,Unknown,Unknown
2038,Donald Trump,0,FOX News or Moderators,49,RT @johnnyfriegas: If I was a conspiracy guy I'd say FOX wants to hurt Trump by asking him questions and hurt Cruz by NOT asking him questi…,"Atlanta, Ga",Eastern Time (US & Canada)
2039,No candidate mentioned,0,None of the above,374,RT @MichelleDBeadle: It's like satire had relations with sketch comedy.  #GOPDebate,somewhere,Unknown
2040,Donald Trump,0,None of the above,0,"One thing you can say about the #GOPDebate last night, #DonaldTrump pretty much screwed himself of any chance of becoming President -","Nashville, Tennessee",Central Time (US & Canada)
2041,Ben Carson,0,Racial issues,1,How can you deny the existence of something that shaped the country you're planning to run? #RaceBlindness #BenCarson #GOPDebate,"NJ, USA",Pacific Time (US & Canada)
2042,No candidate mentioned,1,None of the above,0,Democrats #progress #GOPDebate  https://t.co/xJqCqeT2NM,"California, USA",Unknown
2043,Chris Christie,0,None of the above,0,@ChrisChristie Why did you lie about your US Attorney Start/Appointment date during #GOPDebate? Too easy to fact check..,Seattle,Pacific Time (US & Canada)
2044,Donald Trump,0,None of the above,92,"RT @KevinOfTheHill: Waiting for Trump to declare that he is god
#GOPDebate",Unknown,Unknown
2045,Donald Trump,0,None of the above,1,Ignorant. Obnoxious. Repulsive. And Intolerable. Donald Trump is a pure JOKE! Americans cannot let this CLOWN become president! #GOPDebate,"Fort Worth, TX",Unknown
2046,Jeb Bush,0,Abortion,0,"""We were the first state to do a Choose Life license plate"" Yay! Does little Jeb want a gold star? Come and give mommy a hug!!! #GOPDebate",Unknown,Unknown
2047,Donald Trump,0,FOX News or Moderators,1,"RT @HoldenMirror: The real voice of the #GOP in the #GOPDebate was @realDonaldTrump. @FoxNews don't be mad, he's only parroting what you ha…",Arizona USA,Pacific Time (US & Canada)
2048,No candidate mentioned,0,None of the above,0,I tried to watch the #GOPDebate last night but I kept hearing farting noises.,"Grand Rapids, Michigan",Eastern Time (US & Canada)
2049,Ben Carson,2,None of the above,0,I like senator #GOPDebate #Carson2016,5280!!!!!,America/Denver
2050,Donald Trump,0,None of the above,0,@realDonaldTrump I view this Buffoon as a schoolyard bully who can't function in a normal society. #GOPDebate,The Dude Abides,Unknown
2051,No candidate mentioned,1,None of the above,1,"New @DocThompsonShow &amp; @skiplacombe w/ post #GOPDebate discussion up on-demand!

http://t.co/jrB4OxcjZA",Unknown,Eastern Time (US & Canada)
2052,Scott Walker,0,None of the above,0,Does #GOPDebate have promotion/relegation? Like Fiorina moves to the Premiership now and Walker goes to the debate Championship?,"Victoria, BC",Alaska
2053,No candidate mentioned,0,FOX News or Moderators,27,"RT @irritatedwoman: Retweeted Amy Mek (@AmyMek):

Conservatives are a people without a Network! 

#GOPDebate @FoxNews",Unknown,Unknown
2054,Donald Trump,0,FOX News or Moderators,189,RT @MolonLabe1776us: How much did CNN/MSNBC/ Hillary pay @megynkelly to moderate tonights debate? #GOPDebate @realDonaldTrump http://t.co/J…,FEMA Region 9,Unknown
2055,No candidate mentioned,1,None of the above,0,Why does #GOPDebate keep changing to #GOBDebate?,"Pawtucket, Rhode Island",Atlantic Time (Canada)
2056,No candidate mentioned,0,None of the above,0,I'm surprised Rick Perry was at either debate. I thought his ankle bracelet had a boundary. #GOPDebate,Georgia,Eastern Time (US & Canada)
2057,No candidate mentioned,1,None of the above,0,"Tickets to the circus - check, last nights entertainment was all I needed!  Thanks #GOP #GOPDebate",Denver,Mountain Time (US & Canada)
2058,Donald Trump,2,None of the above,279,RT @toddstarnes: So this isn’t a “Bash Trump” debate. This is a “Destroy Trump” debate. But Trump is still standing. #GOPDebate,Unknown,Unknown
2059,No candidate mentioned,1,None of the above,0,I didn't watch all of last night's #GOPDebate (because I can't even..). Was there anything about civil rights or climate change?,Chicago,Central Time (US & Canada)
2060,No candidate mentioned,2,None of the above,1,RT @mpklasi: Okay @CarlyFiorina I'm listening now. You were amazing last night! #girlpower #GOPDebate,Arizona USA,Pacific Time (US & Canada)
2061,Ted Cruz,0,None of the above,0,shit son @tedcruz got told to stfu #GOPDebate hahahahaha,your actual anus,Hawaii
2062,No candidate mentioned,0,FOX News or Moderators,0,Just because someone can tap into anger doesn't mean he can create the right fight...weary of the dividers at the top #GOPDebate #FoxNews,Atlanta Georgia,Quito
2063,No candidate mentioned,2,FOX News or Moderators,0,Giving credit where it's due: I thought all three #GOPDebate moderators did a great job. They took it to the candidates.,NYC,Unknown
2064,Donald Trump,0,FOX News or Moderators,0,"I loathe Faux Nooz, kudos to Ms. Kelly going after ""Da Donald,"" the misogynistic, bloviating, xenophobic, carnival barker. #GOPdebate","ÜT: 41.68498,-72.445167",Eastern Time (US & Canada)
2065,No candidate mentioned,0,None of the above,15,RT @ThePatriot143: Sure The Other GOP on Stage Looked Nice &amp; Polished But America is tired of the shining Rolls Royce w/NO Engine #GOPDebate,"Florida, USA",Unknown
2066,Donald Trump,2,None of the above,67,RT @JohnGGalt: “We don't have time for tone...we have to go out and get the job done.” —Donald Trump #GOPDebate http://t.co/mIYhIPDkqs,Alabama Roll Tide,Eastern Time (US & Canada)
2067,Donald Trump,0,FOX News or Moderators,486,"RT @deray: Trump is absolutely out of control. Someone, please send the clip of him sharing, ""What am I saying?"" to the moderator. #GOPDeba…",Unknown,Unknown
2068,Jeb Bush,0,FOX News or Moderators,11,"RT @Jenism101: It's clear @FoxNews is boosting @JebBush.  Ugh!  No one even likes him!!

 #GOPDebate

#DoYouKnowAnyoneVotingForJeb ???",Louisiana,Unknown
2069,Donald Trump,0,Women's Issues (not abortion though),0,"@realDonaldTrump hates strong, independent, women. I'm shocked he doesn't tell his daughter to put a dick in her mouth &amp; hush #GOPDebate",San Antonio,Eastern Time (US & Canada)
2070,Donald Trump,0,FOX News or Moderators,4,"RT @tpirkl: #GOPDebate was a hot mess &amp; #FoxNews gets some blame but this was a setup by #GOP to crush #Trump, ignore #Cruz &amp; prop up #Jeb.…",Northern New Jersey,Eastern Time (US & Canada)
2071,Donald Trump,0,Immigration,1,"RT @EricTTung: ""We've not seen any #immigration proposal or plan from @realDonaldTrump""  @JMurguia_NCLR of @NCLR #GOPDebate",Noginsk,Unknown
2072,No candidate mentioned,2,None of the above,0,After watching the #GOPDebate - today I feel proud to be an American &amp; have @HillaryClinton as my champion &amp; leader. #Hillary2016,Unknown,Central Time (US & Canada)
2073,No candidate mentioned,0,None of the above,68,"RT @wessmith123: If You Hear An EXPLOSION During The #GOPDebate, Don't Worry It's Just The CRAZY METER Blowing Off The Wall. @FoxNews http:…",Florida Central West Coast,America/New_York
2074,No candidate mentioned,1,FOX News or Moderators,3,RT @continetti: Incoming hot take from @AndrewStilesUSA on #GOPDebate http://t.co/p1GoAlBT67,"Elizabethtown, KY",Atlantic Time (Canada)
2075,No candidate mentioned,0,Racial issues,2,RT @louvice: Never helped Latino's #GOPDebate  https://t.co/U7yZlgL07L,"Nashville, TN",Central Time (US & Canada)
2076,Donald Trump,0,None of the above,74,"RT @LadyLiberty1885: This @foxnews debate was about pushing trump down, lifting up Common core Jeb and silencing Cruz. #gopdebate",Central massachusetts,Eastern Time (US & Canada)
2077,No candidate mentioned,0,None of the above,0,I have always thought of myself as having average intelligence but after watching last night’s #GOPDebate I feel like a genius. Also sad.,"Oakland, CA",Pacific Time (US & Canada)
2078,No candidate mentioned,2,None of the above,0,So glad people finally appreciate honesty. I've got all the honesty you can handle and the battle scars to prove it. #GOPDebate,Unknown,Pacific Time (US & Canada)
2079,No candidate mentioned,0,None of the above,0,So after last nights #ClownCar debates this movie just popped into my head for some reason #TYTLive #GOPDebate http://t.co/sOzNMUnLtj,London,London
2080,Chris Christie,0,None of the above,0,@GovChristie big loser of last night. Unwavering &amp; unapologetic position of violating constitutional rights- not winning msg #GOPDebate,California,Pacific Time (US & Canada)
2081,No candidate mentioned,1,None of the above,0,@HillaryClinton easily won last night's #GOPDebate and she wasn't even there.,Unknown,Pacific Time (US & Canada)
2082,Donald Trump,0,None of the above,63,RT @benshapiro: Don't want Trump to run third party? Don't give his supporters a reason to feel aggrieved. Opportunity blown. #GOPDebate,Chicago,Central Time (US & Canada)
2083,Jeb Bush,2,Jobs and Economy,114,RT @JebBush: The Democrats are wrong: We can grow this economy and create jobs. http://t.co/DwGVs5ZJq7 #GOPDebate,colonie,Unknown
2084,No candidate mentioned,0,FOX News or Moderators,13,RT @PJHughes12: @FoxNews debate moderators were very unprofessional in their handling of this debate. They now act like @CNN and @msnbc #GO…,Louisiana,Unknown
2085,No candidate mentioned,0,FOX News or Moderators,0,"""When you find mush, you push""  We agree with Jack from @AandGShow about that being a great motto in life! (from last night's #GOPDebate)",SF / Bay Area,Pacific Time (US & Canada)
2086,No candidate mentioned,1,None of the above,5,"RT @KarenDoe50: Are you angry enough now to go to the polls in 2016 and ALL other local, state and federal elections? #GOPdebate http://t.c…",Texas,Eastern Time (US & Canada)
2087,No candidate mentioned,2,None of the above,0,"After the #GOPDebate, I'm all #YasKween! http://t.co/2VRyVXpTgU","Portland, Oregon",Unknown
2088,Scott Walker,1,None of the above,198,RT @4BillLewis: #GOPDebate starting to get serious. #scottwalker #realdonaldtrump #jebbush #MarcoRubio #BenCarson #socialmedia #retweet,"USA, Nevada, Las Vegas",Unknown
2089,Donald Trump,2,None of the above,0,"Trump &amp; co drew NBA Finals type viewership for #GOPdebate, MURICA wins again.",Unknown,Pacific Time (US & Canada)
2090,Donald Trump,1,None of the above,29,"RT @ARTEM_KLYUSHIN: .@realDonaldTrump just posted this video of him arriving to the #GOPdebate
https://t.co/kmtareY88s",Unknown,Unknown
2091,Rand Paul,1,None of the above,15,"RT @theLGmarianne: ""Get a warrant."" - @RandPaul #GOPDebate #StandWithRand",Unknown,Unknown
2092,Marco Rubio,2,Immigration,15,"RT @rumpfshaker: Having attended @marcorubio &amp; @GovernorPerry's announcements, I assure you both mentioned illegal immigration as a priorit…","Ellicott City, Maryland",Eastern Time (US & Canada)
2093,Chris Christie,0,None of the above,0,Chris Christie and Rand Paul feud in tense national security face-off at #GOPDebate: http://t.co/LSEItOG0nR (Getty) …,United States,Pacific Time (US & Canada)
2094,No candidate mentioned,0,FOX News or Moderators,81,"RT @FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. 😆

#GOPDebate",Unknown,Eastern Time (US & Canada)
2095,No candidate mentioned,1,None of the above,1,RT @yvetteborja: @klazc @TapatioCosteno #PayasoOrPresident needs to trend re: #GOPDebate 😂😭,New Haven/Yale,Eastern Time (US & Canada)
2096,No candidate mentioned,1,None of the above,230,RT @JimSterling: Phew! Tuned into the #GOPDebate just in time! http://t.co/BIVfRZKaF4,Space,Pacific Time (US & Canada)
2097,Rand Paul,2,None of the above,0,I really think a @RandPaul @CarlyFiorina alliance is in order! This would be a political powerhouse! #FOXNEWSDEBATE #GOPDebate #2016election,N 30°25' 0'' / W 97°44' 0'',Central Time (US & Canada)
2098,No candidate mentioned,0,FOX News or Moderators,4,"RT @KennyW_NLR: @michellemalkin 

@FoxNews seemed to want cult of personality ratings over substance during the @GOP #debate 

#GOPDebate @…",Minnesota,Central Time (US & Canada)
2099,No candidate mentioned,0,Foreign Policy,12,"RT @PongDLC: No trans rights...no education reform...no minimum wage reform...no police brutality...no healthcare reform...

BUT WAR!! ISIS…","Maryland, USA",Unknown
2100,John Kasich,2,None of the above,1,RT @CSingerling: John #Kasich’s Standout Performance in #GOPDebate | http://t.co/UC6zGUjYvM | http://t.co/pNpFOwV7Ix #Kasich4Us #Experience…,OHIO,Unknown
2101,Ted Cruz,1,None of the above,0,#GOPDebate: Did Cruz Trump Trump? https://t.co/PuIXp0vm8I,WA,Unknown
2102,No candidate mentioned,0,Religion,0,"How can you purport to be Christian (""Love Thy Neighbor"") yet verbally eviscerate your opponents? #GOPDebate",Massachusetts,Quito
2103,No candidate mentioned,0,FOX News or Moderators,1,"RT @LeighPatrick: lol! Of course you do.   RT""@sallykohn: I think @megynkelly won #GOPDebate!"" #tcot",Arizona USA,Pacific Time (US & Canada)
2104,No candidate mentioned,0,None of the above,93,RT @JohnTheFame: Lmao the country is fucking doomed! All of the #GOPDebate candidates are evil. I hope I get to work by the barn instead of…,NCAT,Unknown
2105,Donald Trump,0,None of the above,0,I didn't think a single candidate distinguished themselves last night &amp; I think Trump did what I expected...more of the same. #GOPDebate,"Tri State Area (NY, NJ, CT)",Eastern Time (US & Canada)
2106,No candidate mentioned,0,None of the above,4,RT @dannyboi965: A shocking photo taken in the sewers in Ohio after the #GOPDebate last night. http://t.co/vZd9qTCYz1,"Kansas City, MO",Central Time (US & Canada)
2107,Ted Cruz,1,None of the above,533,RT @tedcruz: #CruzCrew: RT if you're tuning in! http://t.co/Xx2BP5QKcY #GOPDebate http://t.co/rGjjSZQdrZ,Unknown,Eastern Time (US & Canada)
2108,No candidate mentioned,0,None of the above,6,"RT @AnnTelnaes: God, I hope the field gets smaller soon... http://t.co/9vn7Q9aE2k #GOPDebate #2016election #TooManyToDraw http://t.co/FVEHo…",Glasgow,Edinburgh
2109,Chris Christie,2,None of the above,0,@GovChristie gave the only intelligent answer on entitlements last night and he only got 65% of it right. #GOPDebate,Where your food is grown,Pacific Time (US & Canada)
2110,No candidate mentioned,1,Religion,9,RT @76TomPaine: @seculardotorg “It is of the utmost danger to society to make religion a party in political disputes.” #GOPDebate,Right Here!!,Central Time (US & Canada)
2111,No candidate mentioned,1,None of the above,0,"@GOP #GOPDebate pre·var·i·cate, prəˈverəˌkāt/, verb. speak or act in an evasive way. synonyms: be evasive, beat around the bush, hedge","San Francisco, CA",Pacific Time (US & Canada)
2112,No candidate mentioned,1,None of the above,33,RT @TeamRickPerry: .@GovernorPerry's response to Chinese Hacking and what options he would consider: http://t.co/1wSgqnFDBp #GOPDebate #Per…,"Ellicott City, Maryland",Eastern Time (US & Canada)
2113,No candidate mentioned,0,None of the above,5,RT @totallymorgan: If they cut to a wider shot you'd see @chrisbrown @BillCosby and Charles Manson. #GOPDebate,Honeymoon ãve.,Eastern Time (US & Canada)
2114,No candidate mentioned,0,None of the above,10,"RT @kharyp: When #HillaryClinton calls men ""Fat Pigs, Dogs, Slobs, And Disgusting Animals’ get back to me! #GOPDebate https://t.co/jL4MxQ2J…",South Bay,Pacific Time (US & Canada)
